,gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_name,gene_biotype
226,ENSGALG00000023740,12.75553283,-0.027899408,0.110203922,6.45E-06,0.000948258,HBZ,protein_coding
227,ENSGALG00000023847,2523.765399,0.503011699,0.131189309,7.19E-06,0.001024906,NA,protein_coding
228,ENSGALG00000024272,412.4843898,-0.028523323,0.11035748,0.000340312,0.018118321,S100A12,protein_coding
229,ENSGALG00000025810,440.2376967,-1.318306538,0.371321866,1.43E-05,0.001738506,CCNB3,protein_coding
230,ENSGALG00000025817,1920.764784,-0.661483138,0.263759049,0.000451821,0.02156664,NHLH1,protein_coding
231,ENSGALG00000025948,1886.132436,1.5777412,0.172765605,3.36E-21,2.79E-17,NA,protein_coding
232,ENSGALG00000025996,681.2072767,-1.340015831,0.34389148,3.77E-06,0.000617571,NA,protein_coding
233,ENSGALG00000026188,714.588393,-0.486962714,0.178153657,0.000304242,0.01678424,NA,protein_coding
234,ENSGALG00000026301,69.88117221,-1.100803855,0.404137633,0.000216611,0.012919992,NA,protein_coding
235,ENSGALG00000026380,245.741245,-1.106242563,0.535095044,0.000993309,0.038282728,NA,protein_coding
236,ENSGALG00000026431,6172.151103,0.798820181,0.218006905,1.10E-05,0.001413718,NA,protein_coding
237,ENSGALG00000026687,871.8142316,1.002127667,0.158001909,1.13E-11,1.25E-08,NA,protein_coding
238,ENSGALG00000026903,8188.766542,1.406572045,0.163647053,4.19E-19,1.74E-15,CALB2,protein_coding
239,ENSGALG00000026957,649.860709,1.124197289,0.170850237,2.32E-12,3.50E-09,NA,protein_coding
240,ENSGALG00000026981,25729.7985,0.56050345,0.168783327,4.51E-05,0.004070545,NA,protein_coding
241,ENSGALG00000027138,7554.690572,1.00774463,0.349787015,0.00013373,0.009066896,NA,protein_coding
242,ENSGALG00000027494,207.6931417,0.786268244,0.336976405,0.000646367,0.027960416,SPTSSB,protein_coding
243,ENSGALG00000027512,1172.030665,0.84323382,0.18801225,3.44E-07,0.000101469,NA,protein_coding
244,ENSGALG00000027789,425.8369837,0.458240726,0.193152352,0.000830023,0.034127508,NA,protein_coding
245,ENSGALG00000027818,3899.224929,1.13354604,0.169865024,1.24E-12,2.57E-09,NA,protein_coding
246,ENSGALG00000028186,1191.48772,-1.009029475,0.285170296,1.59E-05,0.001848363,NA,protein_coding
247,ENSGALG00000028283,1198.905956,0.430203344,0.187991419,0.001073311,0.040428033,NA,protein_coding
248,ENSGALG00000028373,109.1530481,-1.114781297,0.525342684,0.000896249,0.035616238,GAS2L3,protein_coding
249,ENSGALG00000028928,3663.811031,1.00696625,0.206722184,4.95E-08,2.28E-05,LCAT,protein_coding
250,ENSGALG00000028982,125.201998,1.438546136,0.465788917,6.96E-05,0.005666119,NA,protein_coding
251,ENSGALG00000029308,6132.116656,0.606876578,0.249763468,0.000583453,0.02598322,NA,protein_coding
252,ENSGALG00000029381,272.3668756,0.765289148,0.276810094,0.000217005,0.012919992,TAP2,protein_coding
253,ENSGALG00000029416,114.3451053,-0.710895587,0.339482453,0.001131798,0.04196493,NA,protein_coding
254,ENSGALG00000029429,4684.077643,-1.049313697,0.225459245,1.42E-07,5.24E-05,TGFBI,protein_coding
255,ENSGALG00000029469,218.9096029,0.967264282,0.345919174,0.000182522,0.011706049,NA,lncRNA
